epoch,train_loss,train_accuracy,val_loss,val_accuracy
1,1.4739304992562927,47.413333333333334,1.2707653149604798,54.925
2,1.151909908442609,59.43333333333333,1.096143434715271,60.93
3,1.0242063572793119,64.16666666666667,0.9964502683162689,65.24
4,0.9402670950523572,66.88333333333334,0.9691586581230164,66.045
5,0.8889319210736228,68.88333333333334,0.9596235330104828,66.96
6,0.8427343847337307,70.71666666666667,0.9349831840515137,67.895
7,0.8045570761092437,71.81333333333333,0.9180592884063721,67.99
8,0.7757653088521347,73.02666666666667,0.9355132265567779,68.135
9,0.7473004599179286,73.78666666666666,0.9677653436660767,67.25
10,0.729735187757244,74.29333333333334,0.9309593010425568,68.97
11,0.7145660805231981,75.27666666666667,0.9551683527946472,69.165
12,0.6798767363434153,76.18666666666667,0.9600974655628204,68.0
13,0.6721638216138649,76.65666666666667,0.9269606637954712,69.32
14,0.6611787305235355,76.75333333333333,0.9516597552776337,68.5
15,0.6419906318346574,77.75666666666666,0.9522820882797242,68.98
16,0.63145171544318,77.77333333333333,0.9990065026760101,68.15
17,0.6124338018837006,78.46333333333334,0.9464871953964233,69.375
18,0.5983250099363357,79.27333333333333,0.9509447477340698,69.61
19,0.6025045230539877,79.00333333333333,0.9712571451425552,68.965
20,0.5813047613607032,79.57333333333334,1.0127348870515824,68.715
