epoch,train_loss,train_accuracy,val_loss,val_accuracy
1,1.9749691116118187,24.685333333333332,1.7634375211223008,32.664
2,1.7350974771553338,34.44,1.6697141968685647,37.832
3,1.6178526383007752,39.74133333333333,1.5419786827033743,43.544
4,1.5228093624521848,43.653333333333336,1.4043049239136678,49.712
5,1.449406987469351,46.992,1.3154158923022277,53.152
6,1.3916472668025275,49.117333333333335,1.2688640119779446,55.392
7,1.3406393197921356,51.456,1.2698569524928431,53.8
8,1.3006264813524058,53.10933333333333,1.201354636408179,57.704
9,1.2755118323674381,54.248,1.1581484609857544,59.52
10,1.2455920144254438,55.165333333333336,1.1794196263603542,58.88
